family,tumor_type,endpoint,repeat,outer_fold,n,positive,negative,training_patients,training_positive,training_negative,test_patients,test_positive,test_negative,limited_evidence
microsatellite_instability_sensitivity,COAD,MSI-H strict (MANTIS >0.6),5,5,374,57,317,300,46,254,74,11,63,FALSE
microsatellite_instability_sensitivity,STAD,MSI-H strict (MANTIS >0.6),1,1,364,56,308,290,44,246,74,12,62,FALSE
microsatellite_instability_sensitivity,STAD,MSI-H strict (MANTIS >0.6),1,2,364,56,308,291,45,246,73,11,62,FALSE
microsatellite_instability_sensitivity,STAD,MSI-H strict (MANTIS >0.6),1,3,364,56,308,291,45,246,73,11,62,FALSE
microsatellite_instability_sensitivity,STAD,MSI-H strict (MANTIS >0.6),1,4,364,56,308,292,45,247,72,11,61,FALSE
microsatellite_instability_sensitivity,STAD,MSI-H strict (MANTIS >0.6),1,5,364,56,308,292,45,247,72,11,61,FALSE
microsatellite_instability_sensitivity,STAD,MSI-H strict (MANTIS >0.6),2,1,364,56,308,290,44,246,74,12,62,FALSE
microsatellite_instability_sensitivity,STAD,MSI-H strict (MANTIS >0.6),2,2,364,56,308,291,45,246,73,11,62,FALSE
microsatellite_instability_sensitivity,STAD,MSI-H strict (MANTIS >0.6),2,3,364,56,308,291,45,246,73,11,62,FALSE
microsatellite_instability_sensitivity,STAD,MSI-H strict (MANTIS >0.6),2,4,364,56,308,292,45,247,72,11,61,FALSE
microsatellite_instability_sensitivity,STAD,MSI-H strict (MANTIS >0.6),2,5,364,56,308,292,45,247,72,11,61,FALSE
microsatellite_instability_sensitivity,STAD,MSI-H strict (MANTIS >0.6),3,1,364,56,308,290,44,246,74,12,62,FALSE
microsatellite_instability_sensitivity,STAD,MSI-H strict (MANTIS >0.6),3,2,364,56,308,291,45,246,73,11,62,FALSE
microsatellite_instability_sensitivity,STAD,MSI-H strict (MANTIS >0.6),3,3,364,56,308,291,45,246,73,11,62,FALSE
microsatellite_instability_sensitivity,STAD,MSI-H strict (MANTIS >0.6),3,4,364,56,308,292,45,247,72,11,61,FALSE
microsatellite_instability_sensitivity,STAD,MSI-H strict (MANTIS >0.6),3,5,364,56,308,292,45,247,72,11,61,FALSE
microsatellite_instability_sensitivity,STAD,MSI-H strict (MANTIS >0.6),4,1,364,56,308,290,44,246,74,12,62,FALSE
microsatellite_instability_sensitivity,STAD,MSI-H strict (MANTIS >0.6),4,2,364,56,308,291,45,246,73,11,62,FALSE
microsatellite_instability_sensitivity,STAD,MSI-H strict (MANTIS >0.6),4,3,364,56,308,291,45,246,73,11,62,FALSE
microsatellite_instability_sensitivity,STAD,MSI-H strict (MANTIS >0.6),4,4,364,56,308,292,45,247,72,11,61,FALSE
microsatellite_instability_sensitivity,STAD,MSI-H strict (MANTIS >0.6),4,5,364,56,308,292,45,247,72,11,61,FALSE
microsatellite_instability_sensitivity,STAD,MSI-H strict (MANTIS >0.6),5,1,364,56,308,290,44,246,74,12,62,FALSE
microsatellite_instability_sensitivity,STAD,MSI-H strict (MANTIS >0.6),5,2,364,56,308,291,45,246,73,11,62,FALSE
microsatellite_instability_sensitivity,STAD,MSI-H strict (MANTIS >0.6),5,3,364,56,308,291,45,246,73,11,62,FALSE
microsatellite_instability_sensitivity,STAD,MSI-H strict (MANTIS >0.6),5,4,364,56,308,292,45,247,72,11,61,FALSE
microsatellite_instability_sensitivity,STAD,MSI-H strict (MANTIS >0.6),5,5,364,56,308,292,45,247,72,11,61,FALSE
microsatellite_instability_sensitivity,UCEC,MSI-H strict (MANTIS >0.6),1,1,438,106,332,349,84,265,89,22,67,FALSE
microsatellite_instability_sensitivity,UCEC,MSI-H strict (MANTIS >0.6),1,2,438,106,332,350,85,265,88,21,67,FALSE
microsatellite_instability_sensitivity,UCEC,MSI-H strict (MANTIS >0.6),1,3,438,106,332,351,85,266,87,21,66,FALSE
microsatellite_instability_sensitivity,UCEC,MSI-H strict (MANTIS >0.6),1,4,438,106,332,351,85,266,87,21,66,FALSE
microsatellite_instability_sensitivity,UCEC,MSI-H strict (MANTIS >0.6),1,5,438,106,332,351,85,266,87,21,66,FALSE
microsatellite_instability_sensitivity,UCEC,MSI-H strict (MANTIS >0.6),2,1,438,106,332,349,84,265,89,22,67,FALSE
microsatellite_instability_sensitivity,UCEC,MSI-H strict (MANTIS >0.6),2,2,438,106,332,350,85,265,88,21,67,FALSE
microsatellite_instability_sensitivity,UCEC,MSI-H strict (MANTIS >0.6),2,3,438,106,332,351,85,266,87,21,66,FALSE
microsatellite_instability_sensitivity,UCEC,MSI-H strict (MANTIS >0.6),2,4,438,106,332,351,85,266,87,21,66,FALSE
microsatellite_instability_sensitivity,UCEC,MSI-H strict (MANTIS >0.6),2,5,438,106,332,351,85,266,87,21,66,FALSE
microsatellite_instability_sensitivity,UCEC,MSI-H strict (MANTIS >0.6),3,1,438,106,332,349,84,265,89,22,67,FALSE
microsatellite_instability_sensitivity,UCEC,MSI-H strict (MANTIS >0.6),3,2,438,106,332,350,85,265,88,21,67,FALSE
microsatellite_instability_sensitivity,UCEC,MSI-H strict (MANTIS >0.6),3,3,438,106,332,351,85,266,87,21,66,FALSE
microsatellite_instability_sensitivity,UCEC,MSI-H strict (MANTIS >0.6),3,4,438,106,332,351,85,266,87,21,66,FALSE
microsatellite_instability_sensitivity,UCEC,MSI-H strict (MANTIS >0.6),3,5,438,106,332,351,85,266,87,21,66,FALSE
microsatellite_instability_sensitivity,UCEC,MSI-H strict (MANTIS >0.6),4,1,438,106,332,349,84,265,89,22,67,FALSE
microsatellite_instability_sensitivity,UCEC,MSI-H strict (MANTIS >0.6),4,2,438,106,332,350,85,265,88,21,67,FALSE
microsatellite_instability_sensitivity,UCEC,MSI-H strict (MANTIS >0.6),4,3,438,106,332,351,85,266,87,21,66,FALSE
microsatellite_instability_sensitivity,UCEC,MSI-H strict (MANTIS >0.6),4,4,438,106,332,351,85,266,87,21,66,FALSE
microsatellite_instability_sensitivity,UCEC,MSI-H strict (MANTIS >0.6),4,5,438,106,332,351,85,266,87,21,66,FALSE
microsatellite_instability_sensitivity,UCEC,MSI-H strict (MANTIS >0.6),5,1,438,106,332,349,84,265,89,22,67,FALSE
microsatellite_instability_sensitivity,UCEC,MSI-H strict (MANTIS >0.6),5,2,438,106,332,350,85,265,88,21,67,FALSE
microsatellite_instability_sensitivity,UCEC,MSI-H strict (MANTIS >0.6),5,3,438,106,332,351,85,266,87,21,66,FALSE
microsatellite_instability_sensitivity,UCEC,MSI-H strict (MANTIS >0.6),5,4,438,106,332,351,85,266,87,21,66,FALSE
microsatellite_instability_sensitivity,UCEC,MSI-H strict (MANTIS >0.6),5,5,438,106,332,351,85,266,87,21,66,FALSE
oncogenic_pathway,BLCA,TP53,1,1,373,232,141,297,185,112,76,47,29,FALSE
oncogenic_pathway,BLCA,TP53,1,2,373,232,141,298,185,113,75,47,28,FALSE
oncogenic_pathway,BLCA,TP53,1,3,373,232,141,299,186,113,74,46,28,FALSE
oncogenic_pathway,BLCA,TP53,1,4,373,232,141,299,186,113,74,46,28,FALSE
oncogenic_pathway,BLCA,TP53,1,5,373,232,141,299,186,113,74,46,28,FALSE
oncogenic_pathway,BLCA,TP53,2,1,373,232,141,297,185,112,76,47,29,FALSE
oncogenic_pathway,BLCA,TP53,2,2,373,232,141,298,185,113,75,47,28,FALSE
oncogenic_pathway,BLCA,TP53,2,3,373,232,141,299,186,113,74,46,28,FALSE
oncogenic_pathway,BLCA,TP53,2,4,373,232,141,299,186,113,74,46,28,FALSE
oncogenic_pathway,BLCA,TP53,2,5,373,232,141,299,186,113,74,46,28,FALSE
oncogenic_pathway,BLCA,TP53,3,1,373,232,141,297,185,112,76,47,29,FALSE
oncogenic_pathway,BLCA,TP53,3,2,373,232,141,298,185,113,75,47,28,FALSE
oncogenic_pathway,BLCA,TP53,3,3,373,232,141,299,186,113,74,46,28,FALSE
oncogenic_pathway,BLCA,TP53,3,4,373,232,141,299,186,113,74,46,28,FALSE
oncogenic_pathway,BLCA,TP53,3,5,373,232,141,299,186,113,74,46,28,FALSE
oncogenic_pathway,BLCA,TP53,4,1,373,232,141,297,185,112,76,47,29,FALSE
oncogenic_pathway,BLCA,TP53,4,2,373,232,141,298,185,113,75,47,28,FALSE
oncogenic_pathway,BLCA,TP53,4,3,373,232,141,299,186,113,74,46,28,FALSE
oncogenic_pathway,BLCA,TP53,4,4,373,232,141,299,186,113,74,46,28,FALSE
oncogenic_pathway,BLCA,TP53,4,5,373,232,141,299,186,113,74,46,28,FALSE
oncogenic_pathway,BLCA,TP53,5,1,373,232,141,297,185,112,76,47,29,FALSE
oncogenic_pathway,BLCA,TP53,5,2,373,232,141,298,185,113,75,47,28,FALSE
oncogenic_pathway,BLCA,TP53,5,3,373,232,141,299,186,113,74,46,28,FALSE
oncogenic_pathway,BLCA,TP53,5,4,373,232,141,299,186,113,74,46,28,FALSE
oncogenic_pathway,BLCA,TP53,5,5,373,232,141,299,186,113,74,46,28,FALSE
oncogenic_pathway,BRCA,TP53,1,1,942,437,505,753,349,404,189,88,101,FALSE
oncogenic_pathway,BRCA,TP53,1,2,942,437,505,753,349,404,189,88,101,FALSE
oncogenic_pathway,BRCA,TP53,1,3,942,437,505,754,350,404,188,87,101,FALSE
oncogenic_pathway,BRCA,TP53,1,4,942,437,505,754,350,404,188,87,101,FALSE
oncogenic_pathway,BRCA,TP53,1,5,942,437,505,754,350,404,188,87,101,FALSE
oncogenic_pathway,BRCA,TP53,2,1,942,437,505,753,349,404,189,88,101,FALSE
oncogenic_pathway,BRCA,TP53,2,2,942,437,505,753,349,404,189,88,101,FALSE
oncogenic_pathway,BRCA,TP53,2,3,942,437,505,754,350,404,188,87,101,FALSE
oncogenic_pathway,BRCA,TP53,2,4,942,437,505,754,350,404,188,87,101,FALSE
oncogenic_pathway,BRCA,TP53,2,5,942,437,505,754,350,404,188,87,101,FALSE
oncogenic_pathway,BRCA,TP53,3,1,942,437,505,753,349,404,189,88,101,FALSE
oncogenic_pathway,BRCA,TP53,3,2,942,437,505,753,349,404,189,88,101,FALSE
oncogenic_pathway,BRCA,TP53,3,3,942,437,505,754,350,404,188,87,101,FALSE
oncogenic_pathway,BRCA,TP53,3,4,942,437,505,754,350,404,188,87,101,FALSE
oncogenic_pathway,BRCA,TP53,3,5,942,437,505,754,350,404,188,87,101,FALSE
oncogenic_pathway,BRCA,TP53,4,1,942,437,505,753,349,404,189,88,101,FALSE
oncogenic_pathway,BRCA,TP53,4,2,942,437,505,753,349,404,189,88,101,FALSE
oncogenic_pathway,BRCA,TP53,4,3,942,437,505,754,350,404,188,87,101,FALSE
oncogenic_pathway,BRCA,TP53,4,4,942,437,505,754,350,404,188,87,101,FALSE
oncogenic_pathway,BRCA,TP53,4,5,942,437,505,754,350,404,188,87,101,FALSE
oncogenic_pathway,BRCA,TP53,5,1,942,437,505,753,349,404,189,88,101,FALSE
oncogenic_pathway,BRCA,TP53,5,2,942,437,505,753,349,404,189,88,101,FALSE
oncogenic_pathway,BRCA,TP53,5,3,942,437,505,754,350,404,188,87,101,FALSE
oncogenic_pathway,BRCA,TP53,5,4,942,437,505,754,350,404,188,87,101,FALSE
oncogenic_pathway,BRCA,TP53,5,5,942,437,505,754,350,404,188,87,101,FALSE
oncogenic_pathway,COAD,MYC,1,1,323,79,244,258,63,195,65,16,49,FALSE
oncogenic_pathway,COAD,MYC,1,2,323,79,244,258,63,195,65,16,49,FALSE
oncogenic_pathway,COAD,MYC,1,3,323,79,244,258,63,195,65,16,49,FALSE
oncogenic_pathway,COAD,MYC,1,4,323,79,244,258,63,195,65,16,49,FALSE
oncogenic_pathway,COAD,MYC,1,5,323,79,244,260,64,196,63,15,48,FALSE
oncogenic_pathway,COAD,MYC,2,1,323,79,244,258,63,195,65,16,49,FALSE
oncogenic_pathway,COAD,MYC,2,2,323,79,244,258,63,195,65,16,49,FALSE
oncogenic_pathway,COAD,MYC,2,3,323,79,244,258,63,195,65,16,49,FALSE
oncogenic_pathway,COAD,MYC,2,4,323,79,244,258,63,195,65,16,49,FALSE
oncogenic_pathway,COAD,MYC,2,5,323,79,244,260,64,196,63,15,48,FALSE
oncogenic_pathway,COAD,MYC,3,1,323,79,244,258,63,195,65,16,49,FALSE
oncogenic_pathway,COAD,MYC,3,2,323,79,244,258,63,195,65,16,49,FALSE
oncogenic_pathway,COAD,MYC,3,3,323,79,244,258,63,195,65,16,49,FALSE
oncogenic_pathway,COAD,MYC,3,4,323,79,244,258,63,195,65,16,49,FALSE
oncogenic_pathway,COAD,MYC,3,5,323,79,244,260,64,196,63,15,48,FALSE
oncogenic_pathway,COAD,MYC,4,1,323,79,244,258,63,195,65,16,49,FALSE
oncogenic_pathway,COAD,MYC,4,2,323,79,244,258,63,195,65,16,49,FALSE
oncogenic_pathway,COAD,MYC,4,3,323,79,244,258,63,195,65,16,49,FALSE
oncogenic_pathway,COAD,MYC,4,4,323,79,244,258,63,195,65,16,49,FALSE
oncogenic_pathway,COAD,MYC,4,5,323,79,244,260,64,196,63,15,48,FALSE
oncogenic_pathway,COAD,MYC,5,1,323,79,244,258,63,195,65,16,49,FALSE
oncogenic_pathway,COAD,MYC,5,2,323,79,244,258,63,195,65,16,49,FALSE
oncogenic_pathway,COAD,MYC,5,3,323,79,244,258,63,195,65,16,49,FALSE
oncogenic_pathway,COAD,MYC,5,4,323,79,244,258,63,195,65,16,49,FALSE
oncogenic_pathway,COAD,MYC,5,5,323,79,244,260,64,196,63,15,48,FALSE
oncogenic_pathway,COAD,PI3K,1,1,323,148,175,258,118,140,65,30,35,FALSE
oncogenic_pathway,COAD,PI3K,1,2,323,148,175,258,118,140,65,30,35,FALSE
oncogenic_pathway,COAD,PI3K,1,3,323,148,175,258,118,140,65,30,35,FALSE
oncogenic_pathway,COAD,PI3K,1,4,323,148,175,259,119,140,64,29,35,FALSE
oncogenic_pathway,COAD,PI3K,1,5,323,148,175,259,119,140,64,29,35,FALSE
oncogenic_pathway,COAD,PI3K,2,1,323,148,175,258,118,140,65,30,35,FALSE
oncogenic_pathway,COAD,PI3K,2,2,323,148,175,258,118,140,65,30,35,FALSE
oncogenic_pathway,COAD,PI3K,2,3,323,148,175,258,118,140,65,30,35,FALSE
oncogenic_pathway,COAD,PI3K,2,4,323,148,175,259,119,140,64,29,35,FALSE
oncogenic_pathway,COAD,PI3K,2,5,323,148,175,259,119,140,64,29,35,FALSE
oncogenic_pathway,COAD,PI3K,3,1,323,148,175,258,118,140,65,30,35,FALSE
oncogenic_pathway,COAD,PI3K,3,2,323,148,175,258,118,140,65,30,35,FALSE
oncogenic_pathway,COAD,PI3K,3,3,323,148,175,258,118,140,65,30,35,FALSE
oncogenic_pathway,COAD,PI3K,3,4,323,148,175,259,119,140,64,29,35,FALSE
oncogenic_pathway,COAD,PI3K,3,5,323,148,175,259,119,140,64,29,35,FALSE
oncogenic_pathway,COAD,PI3K,4,1,323,148,175,258,118,140,65,30,35,FALSE
oncogenic_pathway,COAD,PI3K,4,2,323,148,175,258,118,140,65,30,35,FALSE
oncogenic_pathway,COAD,PI3K,4,3,323,148,175,258,118,140,65,30,35,FALSE
oncogenic_pathway,COAD,PI3K,4,4,323,148,175,259,119,140,64,29,35,FALSE
oncogenic_pathway,COAD,PI3K,4,5,323,148,175,259,119,140,64,29,35,FALSE
oncogenic_pathway,COAD,PI3K,5,1,323,148,175,258,118,140,65,30,35,FALSE
oncogenic_pathway,COAD,PI3K,5,2,323,148,175,258,118,140,65,30,35,FALSE
oncogenic_pathway,COAD,PI3K,5,3,323,148,175,258,118,140,65,30,35,FALSE
oncogenic_pathway,COAD,PI3K,5,4,323,148,175,259,119,140,64,29,35,FALSE
oncogenic_pathway,COAD,PI3K,5,5,323,148,175,259,119,140,64,29,35,FALSE
oncogenic_pathway,COAD,TP53,1,1,323,208,115,258,166,92,65,42,23,FALSE
oncogenic_pathway,COAD,TP53,1,2,323,208,115,258,166,92,65,42,23,FALSE
oncogenic_pathway,COAD,TP53,1,3,323,208,115,258,166,92,65,42,23,FALSE
oncogenic_pathway,COAD,TP53,1,4,323,208,115,259,167,92,64,41,23,FALSE
oncogenic_pathway,COAD,TP53,1,5,323,208,115,259,167,92,64,41,23,FALSE
oncogenic_pathway,COAD,TP53,2,1,323,208,115,258,166,92,65,42,23,FALSE
oncogenic_pathway,COAD,TP53,2,2,323,208,115,258,166,92,65,42,23,FALSE
oncogenic_pathway,COAD,TP53,2,3,323,208,115,258,166,92,65,42,23,FALSE
oncogenic_pathway,COAD,TP53,2,4,323,208,115,259,167,92,64,41,23,FALSE
oncogenic_pathway,COAD,TP53,2,5,323,208,115,259,167,92,64,41,23,FALSE
oncogenic_pathway,COAD,TP53,3,1,323,208,115,258,166,92,65,42,23,FALSE
oncogenic_pathway,COAD,TP53,3,2,323,208,115,258,166,92,65,42,23,FALSE
oncogenic_pathway,COAD,TP53,3,3,323,208,115,258,166,92,65,42,23,FALSE
oncogenic_pathway,COAD,TP53,3,4,323,208,115,259,167,92,64,41,23,FALSE
oncogenic_pathway,COAD,TP53,3,5,323,208,115,259,167,92,64,41,23,FALSE
oncogenic_pathway,COAD,TP53,4,1,323,208,115,258,166,92,65,42,23,FALSE
oncogenic_pathway,COAD,TP53,4,2,323,208,115,258,166,92,65,42,23,FALSE
oncogenic_pathway,COAD,TP53,4,3,323,208,115,258,166,92,65,42,23,FALSE
oncogenic_pathway,COAD,TP53,4,4,323,208,115,259,167,92,64,41,23,FALSE
oncogenic_pathway,COAD,TP53,4,5,323,208,115,259,167,92,64,41,23,FALSE
oncogenic_pathway,COAD,TP53,5,1,323,208,115,258,166,92,65,42,23,FALSE
oncogenic_pathway,COAD,TP53,5,2,323,208,115,258,166,92,65,42,23,FALSE
oncogenic_pathway,COAD,TP53,5,3,323,208,115,258,166,92,65,42,23,FALSE
oncogenic_pathway,COAD,TP53,5,4,323,208,115,259,167,92,64,41,23,FALSE
oncogenic_pathway,COAD,TP53,5,5,323,208,115,259,167,92,64,41,23,FALSE
oncogenic_pathway,GBM,TP53,1,1,71,38,33,56,30,26,15,8,7,TRUE
oncogenic_pathway,GBM,TP53,1,2,71,38,33,56,30,26,15,8,7,TRUE
oncogenic_pathway,GBM,TP53,1,3,71,38,33,56,30,26,15,8,7,TRUE
oncogenic_pathway,GBM,TP53,1,4,71,38,33,58,31,27,13,7,6,TRUE
oncogenic_pathway,GBM,TP53,1,5,71,38,33,58,31,27,13,7,6,TRUE
oncogenic_pathway,GBM,TP53,2,1,71,38,33,56,30,26,15,8,7,TRUE
oncogenic_pathway,GBM,TP53,2,2,71,38,33,56,30,26,15,8,7,TRUE
oncogenic_pathway,GBM,TP53,2,3,71,38,33,56,30,26,15,8,7,TRUE
oncogenic_pathway,GBM,TP53,2,4,71,38,33,58,31,27,13,7,6,TRUE
oncogenic_pathway,GBM,TP53,2,5,71,38,33,58,31,27,13,7,6,TRUE
oncogenic_pathway,GBM,TP53,3,1,71,38,33,56,30,26,15,8,7,TRUE
oncogenic_pathway,GBM,TP53,3,2,71,38,33,56,30,26,15,8,7,TRUE
oncogenic_pathway,GBM,TP53,3,3,71,38,33,56,30,26,15,8,7,TRUE
oncogenic_pathway,GBM,TP53,3,4,71,38,33,58,31,27,13,7,6,TRUE
oncogenic_pathway,GBM,TP53,3,5,71,38,33,58,31,27,13,7,6,TRUE
oncogenic_pathway,GBM,TP53,4,1,71,38,33,56,30,26,15,8,7,TRUE
oncogenic_pathway,GBM,TP53,4,2,71,38,33,56,30,26,15,8,7,TRUE
oncogenic_pathway,GBM,TP53,4,3,71,38,33,56,30,26,15,8,7,TRUE
oncogenic_pathway,GBM,TP53,4,4,71,38,33,58,31,27,13,7,6,TRUE
oncogenic_pathway,GBM,TP53,4,5,71,38,33,58,31,27,13,7,6,TRUE
oncogenic_pathway,GBM,TP53,5,1,71,38,33,56,30,26,15,8,7,TRUE
oncogenic_pathway,GBM,TP53,5,2,71,38,33,56,30,26,15,8,7,TRUE
oncogenic_pathway,GBM,TP53,5,3,71,38,33,56,30,26,15,8,7,TRUE
oncogenic_pathway,GBM,TP53,5,4,71,38,33,58,31,27,13,7,6,TRUE
oncogenic_pathway,GBM,TP53,5,5,71,38,33,58,31,27,13,7,6,TRUE
oncogenic_pathway,HNSC,TP53,1,1,412,312,100,329,249,80,83,63,20,FALSE
oncogenic_pathway,HNSC,TP53,1,2,412,312,100,329,249,80,83,63,20,FALSE
oncogenic_pathway,HNSC,TP53,1,3,412,312,100,330,250,80,82,62,20,FALSE
oncogenic_pathway,HNSC,TP53,1,4,412,312,100,330,250,80,82,62,20,FALSE
oncogenic_pathway,HNSC,TP53,1,5,412,312,100,330,250,80,82,62,20,FALSE
oncogenic_pathway,HNSC,TP53,2,1,412,312,100,329,249,80,83,63,20,FALSE
oncogenic_pathway,HNSC,TP53,2,2,412,312,100,329,249,80,83,63,20,FALSE
oncogenic_pathway,HNSC,TP53,2,3,412,312,100,330,250,80,82,62,20,FALSE
oncogenic_pathway,HNSC,TP53,2,4,412,312,100,330,250,80,82,62,20,FALSE
oncogenic_pathway,HNSC,TP53,2,5,412,312,100,330,250,80,82,62,20,FALSE
oncogenic_pathway,HNSC,TP53,3,1,412,312,100,329,249,80,83,63,20,FALSE
oncogenic_pathway,HNSC,TP53,3,2,412,312,100,329,249,80,83,63,20,FALSE
oncogenic_pathway,HNSC,TP53,3,3,412,312,100,330,250,80,82,62,20,FALSE
oncogenic_pathway,HNSC,TP53,3,4,412,312,100,330,250,80,82,62,20,FALSE
oncogenic_pathway,HNSC,TP53,3,5,412,312,100,330,250,80,82,62,20,FALSE
oncogenic_pathway,HNSC,TP53,4,1,412,312,100,329,249,80,83,63,20,FALSE
oncogenic_pathway,HNSC,TP53,4,2,412,312,100,329,249,80,83,63,20,FALSE
oncogenic_pathway,HNSC,TP53,4,3,412,312,100,330,250,80,82,62,20,FALSE
oncogenic_pathway,HNSC,TP53,4,4,412,312,100,330,250,80,82,62,20,FALSE
oncogenic_pathway,HNSC,TP53,4,5,412,312,100,330,250,80,82,62,20,FALSE
oncogenic_pathway,HNSC,TP53,5,1,412,312,100,329,249,80,83,63,20,FALSE
oncogenic_pathway,HNSC,TP53,5,2,412,312,100,329,249,80,83,63,20,FALSE
oncogenic_pathway,HNSC,TP53,5,3,412,312,100,330,250,80,82,62,20,FALSE
oncogenic_pathway,HNSC,TP53,5,4,412,312,100,330,250,80,82,62,20,FALSE
oncogenic_pathway,HNSC,TP53,5,5,412,312,100,330,250,80,82,62,20,FALSE
oncogenic_pathway,KIRC,WNT,1,1,336,23,313,268,18,250,68,5,63,TRUE
oncogenic_pathway,KIRC,WNT,1,2,336,23,313,268,18,250,68,5,63,TRUE
oncogenic_pathway,KIRC,WNT,1,3,336,23,313,268,18,250,68,5,63,TRUE
oncogenic_pathway,KIRC,WNT,1,4,336,23,313,270,19,251,66,4,62,TRUE
oncogenic_pathway,KIRC,WNT,1,5,336,23,313,270,19,251,66,4,62,TRUE
oncogenic_pathway,KIRC,WNT,2,1,336,23,313,268,18,250,68,5,63,TRUE
oncogenic_pathway,KIRC,WNT,2,2,336,23,313,268,18,250,68,5,63,TRUE
oncogenic_pathway,KIRC,WNT,2,3,336,23,313,268,18,250,68,5,63,TRUE
oncogenic_pathway,KIRC,WNT,2,4,336,23,313,270,19,251,66,4,62,TRUE
oncogenic_pathway,KIRC,WNT,2,5,336,23,313,270,19,251,66,4,62,TRUE
oncogenic_pathway,KIRC,WNT,3,1,336,23,313,268,18,250,68,5,63,TRUE
oncogenic_pathway,KIRC,WNT,3,2,336,23,313,268,18,250,68,5,63,TRUE
oncogenic_pathway,KIRC,WNT,3,3,336,23,313,268,18,250,68,5,63,TRUE
oncogenic_pathway,KIRC,WNT,3,4,336,23,313,270,19,251,66,4,62,TRUE
oncogenic_pathway,KIRC,WNT,3,5,336,23,313,270,19,251,66,4,62,TRUE
oncogenic_pathway,KIRC,WNT,4,1,336,23,313,268,18,250,68,5,63,TRUE
oncogenic_pathway,KIRC,WNT,4,2,336,23,313,268,18,250,68,5,63,TRUE
oncogenic_pathway,KIRC,WNT,4,3,336,23,313,268,18,250,68,5,63,TRUE
oncogenic_pathway,KIRC,WNT,4,4,336,23,313,270,19,251,66,4,62,TRUE
oncogenic_pathway,KIRC,WNT,4,5,336,23,313,270,19,251,66,4,62,TRUE
oncogenic_pathway,KIRC,WNT,5,1,336,23,313,268,18,250,68,5,63,TRUE
oncogenic_pathway,KIRC,WNT,5,2,336,23,313,268,18,250,68,5,63,TRUE
oncogenic_pathway,KIRC,WNT,5,3,336,23,313,268,18,250,68,5,63,TRUE
oncogenic_pathway,KIRC,WNT,5,4,336,23,313,270,19,251,66,4,62,TRUE
oncogenic_pathway,KIRC,WNT,5,5,336,23,313,270,19,251,66,4,62,TRUE
oncogenic_pathway,KIRP,Cell Cycle,1,1,243,31,212,193,24,169,50,7,43,TRUE
oncogenic_pathway,KIRP,Cell Cycle,1,2,243,31,212,194,25,169,49,6,43,TRUE
oncogenic_pathway,KIRP,Cell Cycle,1,3,243,31,212,195,25,170,48,6,42,TRUE
oncogenic_pathway,KIRP,Cell Cycle,1,4,243,31,212,195,25,170,48,6,42,TRUE
oncogenic_pathway,KIRP,Cell Cycle,1,5,243,31,212,195,25,170,48,6,42,TRUE
oncogenic_pathway,KIRP,Cell Cycle,2,1,243,31,212,193,24,169,50,7,43,TRUE
oncogenic_pathway,KIRP,Cell Cycle,2,2,243,31,212,194,25,169,49,6,43,TRUE
oncogenic_pathway,KIRP,Cell Cycle,2,3,243,31,212,195,25,170,48,6,42,TRUE
oncogenic_pathway,KIRP,Cell Cycle,2,4,243,31,212,195,25,170,48,6,42,TRUE
oncogenic_pathway,KIRP,Cell Cycle,2,5,243,31,212,195,25,170,48,6,42,TRUE
oncogenic_pathway,KIRP,Cell Cycle,3,1,243,31,212,193,24,169,50,7,43,TRUE
oncogenic_pathway,KIRP,Cell Cycle,3,2,243,31,212,194,25,169,49,6,43,TRUE
oncogenic_pathway,KIRP,Cell Cycle,3,3,243,31,212,195,25,170,48,6,42,TRUE
oncogenic_pathway,KIRP,Cell Cycle,3,4,243,31,212,195,25,170,48,6,42,TRUE
oncogenic_pathway,KIRP,Cell Cycle,3,5,243,31,212,195,25,170,48,6,42,TRUE
oncogenic_pathway,KIRP,Cell Cycle,4,1,243,31,212,193,24,169,50,7,43,TRUE
oncogenic_pathway,KIRP,Cell Cycle,4,2,243,31,212,194,25,169,49,6,43,TRUE
oncogenic_pathway,KIRP,Cell Cycle,4,3,243,31,212,195,25,170,48,6,42,TRUE
oncogenic_pathway,KIRP,Cell Cycle,4,4,243,31,212,195,25,170,48,6,42,TRUE
oncogenic_pathway,KIRP,Cell Cycle,4,5,243,31,212,195,25,170,48,6,42,TRUE
oncogenic_pathway,KIRP,Cell Cycle,5,1,243,31,212,193,24,169,50,7,43,TRUE
oncogenic_pathway,KIRP,Cell Cycle,5,2,243,31,212,194,25,169,49,6,43,TRUE
oncogenic_pathway,KIRP,Cell Cycle,5,3,243,31,212,195,25,170,48,6,42,TRUE
oncogenic_pathway,KIRP,Cell Cycle,5,4,243,31,212,195,25,170,48,6,42,TRUE
oncogenic_pathway,KIRP,Cell Cycle,5,5,243,31,212,195,25,170,48,6,42,TRUE
oncogenic_pathway,LGG,Cell Cycle,1,1,476,195,281,380,156,224,96,39,57,FALSE
oncogenic_pathway,LGG,Cell Cycle,1,2,476,195,281,381,156,225,95,39,56,FALSE
oncogenic_pathway,LGG,Cell Cycle,1,3,476,195,281,381,156,225,95,39,56,FALSE
oncogenic_pathway,LGG,Cell Cycle,1,4,476,195,281,381,156,225,95,39,56,FALSE
oncogenic_pathway,LGG,Cell Cycle,1,5,476,195,281,381,156,225,95,39,56,FALSE
